,name,id,address,zipcode,locality,latitude,longitude,cuisines,average_cost_for_two,highlights,aggregate_rating,number_of_reviews
85,Jai Hind Dhaba,24428,"3, Parvati Chakraborty Lane, Hazra, Kolkata",,Hazra,22.5234988528,88.3427180350,"North Indian, Chinese, Rolls",450,"Dinner,Cash,Takeaway Available,Lunch,Delivery,Indoor Seating,Air Conditioned",3.8,278
86,Rendezvous - Monotel,22804,"Monotel, DM-2, Sector 5, Salt Lake, Kolkata",,"Sector 5, Salt Lake",22.5775018836,88.4280320629,"Bengali, Continental, South Indian, Italian, North Indian, Chinese, Asian",900,"Dinner,Delivery,Credit Card,Debit Card,Lunch,Cash,Takeaway Available,Valet Parking Available,Indoor Seating,Air Conditioned,Wheelchair Accessible,Fullbar,Table booking recommended,Wifi,Buffet",4.1,592
87,Koshe Kosha,24471,"AS/234/2-04, Near Kuchina Building, Chinar Park, Kolkata",700052,Chinar Park,22.6251190000,88.4386800000,Bengali,700,"Lunch,Cash,Takeaway Available,Debit Card,Dinner,Delivery,Credit Card,Outdoor Seating,Table booking recommended,Indoor Seating,Air Conditioned",4.0,442
88,The New Red Chilly,18535732,"BC 64, Ground Floor Heavens Residency, Samarpally, Kestopur, Kolkata",700102,Kestopur,22.5932923915,88.4312171862,"Chinese, North Indian, Mughlai",350,"Lunch,Cash,Takeaway Available,Dinner,Delivery,Digital Payments Accepted",3.4,935
89,Moti Confectionery Pvt Ltd,19298029,"P60/C, Jugi Para Lane, Metiabruz, Kolkata",,Metiabruz,22.5447590000,88.2692860000,"Desserts, Mithai",350,"Cash,Credit Card,Takeaway Available,Debit Card,Indoor Seating,Desserts and Bakes,Digital Payments Accepted",0,0
90,Mio Amore,25351,"170, Diamond Harbour Road, Thakurpukur Bazar, Thakur Pukur, Kolkata",,Thakur Pukur,22.4626720639,88.3070641011,Bakery,300,"No Seating Available,Cash,Takeaway Available,Desserts and Bakes,Air Conditioned",3.9,40
91,Cafe Studio,18570407,"IA 272, Sector 3, Salt Lake, Kolkata",,"Sector 3, Salt Lake",22.5714259146,88.4105909988,"Healthy Food, Fast Food, Italian, European, Mexican, Continental, Beverages",600,"Dinner,Cash,Takeaway Available,Debit Card,Lunch,Delivery,Credit Card,Indoor Seating,Air Conditioned,Hookah",4.2,732
92,KFC,18698012,"46, 41/1, Ghosh Para Road, Barrackpore, Kolkata",700120,Barrackpore,22.7624033839,88.3700614795,"Fast Food, Burger",450,"Dinner,Takeaway Available,Credit Card,Delivery,Lunch,Cash,Debit Card,Air Conditioned,Indoor Seating,Halal",4.1,315
93,Mouchak's,21399,"76/1/1, KNC Road, Chayabani Cinema Market, Barasat, Kolkata",700124,Barasat,22.7186314423,88.4807636216,"Chinese, North Indian, Biryani",450,"Dinner,Cash,Takeaway Available,Debit Card,Lunch,Delivery,Credit Card,Indoor Seating,Digital Payments Accepted",3.5,177
94,The Country House,18265462,"4C, Allenby Road, Near Forum Mall, Elgin, Kolkata",700020,Elgin,22.5369705471,88.3513825759,"Cafe, Italian, Desserts",800,"Lunch,Delivery,Credit Card,Debit Card,Dinner,Cash,Takeaway Available,Breakfast,Board Games,Table booking recommended,Air Conditioned,Smoking Area,Indoor Seating,Digital Payments Accepted,Wifi,Desserts and Bakes",4.2,802
95,Calcutta 64,18377098,"BC 25, Sector 1, Salt Lake, Kolkata",700064,"Sector 1, Salt Lake",22.5934084710,88.4060570598,"Cafe, Italian, Continental, Asian",1000,"Lunch,Takeaway Available,Dinner,Cash,Delivery,Credit Card,Debit Card,Live Sports Screening,Air Conditioned,Wifi,All Day Breakfast,Desserts and Bakes,Indoor Seating",4.3,1835
96,Krispies by Cassoulet,18740148,"AF 228, 7, Opposite Foot Bridge, Kestopur, Kolkata",700102,Kestopur,22.5961913367,88.4286146442,"North Indian, Street Food, Fast Food, Chinese, Rolls",200,"Cash,Delivery,Breakfast,Pure Veg",3.8,272
97,Urban Kitchen,18240469,"41, Diamond Harbour Road, Near Genexx Valley, Joka, Kolkata",,Joka,22.4494837900,88.3002043515,"North Indian, Chinese, Biryani",850,"Dinner,Cash,Takeaway Available,Lunch,Delivery,Credit Card,Debit Card,Free Parking,Indoor Seating,Kid Friendly,Brunch,Sports TV,Air Conditioned,Disabled Friendly",3.8,220
98,Hotel Taaj,21296,"99/8, Jessore Road, North Twenty Four Parganas, Nagerbazar, Kolkata",0,Nagerbazar,22.6201063187,88.4139900282,"Chinese, North Indian, Seafood",700,"Dinner,Cash,Takeaway Available,Lunch,Delivery,Credit Card,Indoor Seating,Air Conditioned",4.1,457
99,Buddha Bites,18706770,"Block B 277/4, B T Road, Police Station, Baranagar",,Baranagar,22.6341494169,88.3778569847,"Chinese, Asian, Cantonese",950,"Dinner,Cash,Takeaway Available,Debit Card,Lunch,Delivery,Credit Card,Indoor Seating,Air Conditioned,Table booking for Groups,Kid Friendly",4.0,189
100,Meridian Inn,20672,"130/1, Karl Marx Sarani, Kidderpore, Kolkata",0,Kidderpore,22.5407364157,88.3249544352,"Chinese, North Indian, Mughlai, Rolls",500,"Delivery,Dinner,Cash,Takeaway Available,Lunch,Indoor Seating",3.5,75
101,Denzong Kitchen,18354589,"31A, Shyama Prasad Mukherjee Road, Hazra, Kolkata",700025,Hazra,22.5271731097,88.3464020491,"Momos, Chinese, Tibetan",300,"Dinner,Delivery,Lunch,Cash,Takeaway Available,Indoor Seating",4.0,791
102,Bon Appetit,21885,"109/26, Hazra Road, Hazra, Kolkata",0,Hazra,22.5232247662,88.3480673656,"Cafe, Italian, Desserts, Salad",500,"Lunch,Cash,Takeaway Available,Breakfast,Dinner,Delivery,Credit Card,Debit Card,Board Games,Air Conditioned,Desserts and Bakes,Indoor Seating,Table Reservation Not Required",4.3,1892
103,Raajbarir Khawa,21859,"B/171, Survey Park, Santoshpur, Kolkata",700075,Santoshpur,22.4919406327,88.3936944231,Bengali,500,"Dinner,Cash,Takeaway Available,Debit Card,Lunch,Delivery,Credit Card,Indoor Seating,Air Conditioned",3.7,586
104,Laltu's Golbari,23922,"Plot 3, Thana Road, Gorabazar, Dum Dum Cantonment, Dum Dum, Kolkata",,Dum Dum,22.6357434026,88.4160958976,"North Indian, Chinese, Seafood, Mughlai",450,"Takeaway Available,Dinner,Cash,Lunch,Delivery,Indoor Seating,Air Conditioned",3.8,436
105,What's Up,18017615,"122A, Southern Avenue, Kolkata",,Southern Avenue,22.5143991957,88.3624765277,"Chinese, Continental, Italian, Kebab",1500,"Lunch,Takeaway Available,Debit Card,Dinner,Cash,Credit Card,Indoor Seating,Air Conditioned,Smoking Area,City View,Outdoor Seating,Live Music,Rooftop,Wifi,Fullbar",4.4,2906
106,Flavours,18473784,"90, James Long Sarani, Diamond Park, Joka, Kolkata",,Joka,22.4548890000,88.3053660000,"Chinese, North Indian, Rolls, Biryani, Mughlai",500,"Dinner,Cash,Takeaway Available,Lunch,Delivery,Indoor Seating,Digital Payments Accepted,Air Conditioned",3.9,115
107,Kolkata Fried Chicken Food Funda,18892066,"Railway Line Road, Shekpara Basti, Metiabruz, Kolkata",,Metiabruz,22.5399250000,88.2702180000,Fast Food,200,"Cash,Delivery,Dinner,Takeaway Available,Lunch",3.2,2
108,Shimla Biryani,22631,"11/1, Topsia, Kolkata",700039,Topsia,22.5383841921,88.3863545582,"Biryani, Mughlai, North Indian, Chinese, Rolls",400,"Takeaway Available,Dinner,Cash,Lunch,Delivery,Indoor Seating,Digital Payments Accepted",3.8,142
109,Capella - Altair Boutique Hotel,18620365,"20th Floor, Altair Boutique Hotel, Eco Center Ambuja Neotia, EM 4, Sector 5, Salt Lake, Kolkata",,AltAir Boutique Hotel,22.5775306746,88.4280012175,"Continental, Italian, Finger Food, Asian",2500,"Debit Card,Lunch,Cash,Credit Card,Dinner,Breakfast,DJ,Live Sports Screening,Outdoor Seating,Free Wifi,Air Conditioned,Brunch,Free Parking,Fullbar,Indoor Seating,Table booking recommended,Smoking Area,Buffet",4.1,773
110,Hayat,18224067,"13/10/A, S.N Bannerjee Road, Near Barrackpore Police Phari, Barrackpore, Kolkata",,Barrackpore,22.7603576311,88.3693801984,"North Indian, Chinese",700,"Dinner,Cash,Takeaway Available,Debit Card,Lunch,Delivery,Credit Card,Indoor Seating,Air Conditioned",3.8,269
111,My Big Fat Belly,18343765,"22, Sarat Bose Road, Sreepally, Bhawanipur, Kolkata",,Bhawanipur,22.5352088124,88.3537067100,"Italian, Fast Food, Beverages, Continental",600,"Dinner,Takeaway Available,Debit Card,Lunch,Cash,Delivery,Credit Card,Indoor Seating,Air Conditioned,Wifi,Digital Payments Accepted",4.4,1775
112,Barbeque Nation,19028782,"Second Floor, City Center Mall 2, Block C, Rajarhat, New Town, Kolkata",,New Town,22.6232215606,88.4502856806,"North Indian, Chinese, Kebab, BBQ",1800,"Dinner,Cash,Lunch,Credit Card,Debit Card,Indoor Seating,Air Conditioned,Buffet,Table booking recommended,Kid Friendly",4.5,365
113,Domino's Pizza,24543,"40, B.T. Road, Near MRF Service Center, Sinthi, Kolkata",,Sinthi,22.6284076968,88.3785268664,"Pizza, Fast Food",400,"Dinner,Cash,Takeaway Available,Debit Card,Lunch,Delivery,Credit Card,Indoor Seating,Air Conditioned",3.9,491
114,Café Ekante Houseboat Restaurant,18311125,"Eco Island, Eco Park, Action Area II, New Town, Kolkata",,"Eco Park, New Town",22.5933431569,88.4681297466,"Continental, Bengali",1100,"Dinner,Cash,Credit Card,Lunch,Takeaway Available,Debit Card,Indoor Seating,Air Conditioned",3.7,85
115,Hatari,21861,"18, Bhupen Roy Road, Behala, Kolkata",0,Behala,22.4939321476,88.3190193772,"Chinese, North Indian, Bengali, Seafood",850,"No Alcohol Available,Dinner,Delivery,Credit Card,Lunch,Cash,Takeaway Available,Debit Card,Table Reservation Not Required,Air Conditioned,Indoor Seating,Digital Payments Accepted",4.2,636
116,Chowman,18662306,"2138, Garia Garden, Garia, Kolkata",,Garia,22.4587147530,88.3841688931,"Chinese, Asian, Seafood, Cantonese",1000,"Cash,Takeaway Available,Debit Card,Dinner,Delivery,Credit Card,Lunch,Indoor Seating,Air Conditioned",4.2,406
117,The Fatty Bao,18610904,"801 A - 901 A, Fort Knox Building, 6 Abindranath Thakur Sarani, Ward 63, Camac Street Area, Kolkata",700017,"Fort Knox, Camac Street Area",22.5443095760,88.3523102850,"Japanese, Sushi, Asian, Chinese, Momos",1500,"Debit Card,Lunch,Mall Parking,Cash,Takeaway Available,Dinner,Delivery,Credit Card,Valet Parking Available,Gastro Pub,Air Conditioned,Kid Friendly,Wheelchair Accessible,Fullbar,Indoor Seating,Catering Available,Axis Bank - Dining Delights,LGBTQIA Friendly,Smoking Area",4.6,717
118,Chennai Square,18899191,"177 & 178, 4Th Floor, Broadway Mall, Big Bazaar Building, Block IB, Sector 3, Salt Lake, Kolkata",700106,"Sector 3, Salt Lake",22.5734574592,88.4140185267,South Indian,400,"Dinner,Delivery,Lunch,Cash,Takeaway Available,Breakfast,Outdoor Seating,Pure Veg",4.8,770
119,Domino's Pizza,25560,"66, Ground Floor, Meridian Signature, Vivekananda Road, Girish Park, Kolkata",,Girish Park,22.5859801152,88.3648526296,"Pizza, Fast Food",400,"Lunch,Cash,Takeaway Available,Dinner,Delivery,Credit Card,Sodexo,Ticket Restaurant,Indoor Seating,Air Conditioned",3.9,822
120,Domino's Pizza,20984,"P-55, Near Pantaloons, C.I.T Road, Kankurgachi, Kolkata",0,Kankurgachi,22.5762651023,88.3904284984,"Pizza, Fast Food",400,"Dinner,Delivery,Credit Card,Lunch,Cash,Takeaway Available,Debit Card,Indoor Seating,Air Conditioned",4.0,514
121,Chopstick,20132,"161, Upen Banerjee Road, Parnasaree Pally, Behala, Kolkata",0,Behala,22.5082340320,88.3065293357,"Asian, Chinese",600,"Dinner,Cash,Lunch,Delivery,Indoor Seating,Air Conditioned",3.8,241
122,Dilnawaz Biryani Centre,18899520,"28, Deshpran Shasmal Road, Near Charu Market Thana, Tollygunge, Kolkata",,Tollygunge,22.5033419702,88.3442706987,Biryani,200,"Dinner,Delivery,Lunch,Cash,Takeaway Available,Indoor Seating",3.9,194
123,Wokaholic,18798824,"74/4/113, Jadavpur Central Road, Near Pollli Shree Auto Stand, Bijoygarh, Tollygunge, Kolkata",,Tollygunge,22.4857468968,88.3611602336,"Chinese, Asian",450,"Dinner,Cash,Takeaway Available,Debit Card,Lunch,Delivery,Credit Card,Indoor Seating,Air Conditioned",4.0,198
124,Sunny's Refreshment,23205,"140, B.T. Road, Dunlop Supermarket, Baranagar, Kolkata",,Baranagar,22.6529882729,88.3781939372,"Chinese, North Indian, South Indian",400,"Dinner,Cash,Takeaway Available,Lunch,Delivery,Indoor Seating,Catering Available",3.7,333
125,Snacking,18663727,"188/60/2, Lake Gardens, Kolkata",,Lake Gardens,22.5025471564,88.3589430526,"Cafe, Italian, Continental, Chinese",900,"Debit Card,Dinner,Cash,Takeaway Available,Breakfast,Lunch,Delivery,Credit Card,Board Games,Karaoke,Outdoor Seating,Indoor Seating,Table booking recommended,Air Conditioned,Wifi,All Day Breakfast,Desserts and Bakes,Gaming Area,Live Sports Screening,Live Music,Free Wifi,Digital Payments Accepted,Kid Friendly,Smoking Area",4.5,924
126,Biryani Darbar,19074358,"P 362, Parnasree Pally, Behala, Kolkata",,Behala,22.5078635868,88.3067066967,"Biryani, North Indian, Mughlai, Bengali",700,"Dinner,Cash,Takeaway Available,Lunch,Delivery,Indoor Seating,Air Conditioned",3.6,34
127,Chowman,18471936,"34H, BT Road, Near Seals Garden Bus Stop, Cossipore, Sinthi, Kolkata",,Sinthi,22.6240070138,88.3787176386,"Chinese, Asian, Seafood, Cantonese",1000,"Dinner,Cash,Takeaway Available,Debit Card,Lunch,Delivery,Credit Card,Indoor Seating,Air Conditioned",4.1,911
128,KFC,18632911,"Mouza Banamalipur, Jessore Road East, North 24 Parganas, Barasat, Kolkata",,Barasat,22.7196220078,88.4876706451,"Fast Food, Burger",450,"Lunch,Delivery,Credit Card,Dinner,Cash,Takeaway Available,Debit Card,Sodexo,Air Conditioned,Indoor Seating",3.9,196
129,Level Seven,18617768,"9/1/1, 7th & 8th Floor, Wizard House, Opposite Mercedes & Porche Showroom, Topsia, Kolkata",700046,Topsia,22.5414278924,88.3836294338,"North Indian, Chinese, Mughlai, Italian",1800,"Dinner,Cash,Delivery,Credit Card,Lunch,Takeaway Available,Debit Card,DJ,Live Sports Screening,Fullbar,Live Music,Rooftop,Air Conditioned,Live Entertainment,City View,Outdoor Seating,Indoor Seating,Table booking recommended,Axis Bank - Dining Delights,Smoking Area",4.3,851
130,Chowman,19114341,"60, Vivekanada Colony, Ward 4, Near Dhankol Moore, Sodepur, Kolkata",700114,Sodepur,22.6950546100,88.3748690039,"Chinese, Asian, Seafood, Cantonese",1000,"Lunch,Delivery,Credit Card,No Alcohol Available,Dinner,Cash,Takeaway Available,Debit Card,Indoor Seating,Air Conditioned",4.3,185
131,Crossroad Cafe,18265458,"85, Prince Anwar Shah Road, Kolkata",,Prince Anwar Shah Road,22.5012477530,88.3494128287,"Chinese, Fast Food, Continental, Sandwich",600,"Lunch,Cash,Delivery,Credit Card,Dinner,Takeaway Available,Debit Card,Free Parking,Table booking recommended,Indoor Seating,Air Conditioned,Wifi",4.2,515
132,The Flavours,18735232,"3rd Floor, Wood Square Mall, Narendrapur, Kolkata",700103,Narendra Pur,22.4397095969,88.3969499543,"North Indian, Chinese, Continental, Mughlai",600,"Dinner,Delivery,Credit Card,Lunch,Cash,Takeaway Available,Debit Card,Indoor Seating,Air Conditioned,Digital Payments Accepted",3.9,166
133,Aminia,20012,"6A, S.N. Banerjee Road, New Market Area, Kolkata",0,New Market Area,22.5622095956,88.3537704125,"Biryani, Mughlai, North Indian, Rolls, Kebab",700,"Dinner,Cash,Takeaway Available,Lunch,Delivery,Indoor Seating,Air Conditioned",3.8,1626
134,Gupta's Veg,21483,"BC 1, V.I.P. Crossing, Prafulla Kanan East, Kestopur, Kolkata",700101,Kestopur,22.6037917720,88.4246890247,"North Indian, Chinese",400,"Dinner,Delivery,Lunch,Cash,Takeaway Available,Indoor Seating",3.9,486
135,Robin's Pizza Factory,18822000,"31, Tarun Sengupta Sarani, Near Airport Gate One, Radhanagar, Dum Dum, Kolkata",,Dum Dum,22.6434494175,88.4260499105,"Pizza, Fast Food",500,"Cash,Lunch,Takeaway Available,Dinner,Delivery,Indoor Seating",4.1,90
136,Hot Bite,18128529,"37/1/2, Kalabagan Lane, Shibpur, Howrah",,Shibpur,22.5820727700,88.3060629666,"North Indian, Chinese, Rolls",400,"Lunch,Delivery,Dinner,Cash,Takeaway Available,Outdoor Seating,Bulk Orders Accepted,Indoor Seating",3.5,84
137,EDabba,19137878,"3A, 1st Floor, Jawaharlal Nehru Road, Near Metro Gali, Esplanade, Kolkata",700013,Esplanade,22.5641870940,88.3524018154,"Chinese, Biryani, North Indian",300,"Lunch,Cash,Dinner,Delivery",4.0,191
138,Asia Kitchen by Mainland China,18217475,"Shop 1858/1, 4th Floor, Acropolis Mall, Rajdanga Main Road, Kasba, Kolkata",700107,"Acropolis Mall, Kasba",22.5148405496,88.3932290599,"Asian, Chinese, Sushi",2000,"Mall Parking,Credit Card,Dinner,Cash,Takeaway Available,Debit Card,Lunch,Wheelchair Accessible,Lunch Menu,Indoor Seating,Fullbar,Air Conditioned",4.7,1535
139,Roastery Coffee House,19088819,"70 B, Calcutta South India Club, Gariahat, Kolkata",700029,Gariahat,22.5185271155,88.3628862351,"Cafe, American, Continental, Italian",800,"Lunch,Cash,Credit Card,Dinner,Takeaway Available,Breakfast,Debit Card,Outdoor Seating,Digital Payments Accepted,Brunch,Indoor Seating,Air Conditioned",4.5,759
140,Jai Jawan Stall,24940,"1, Near CESC, Taratala Road, Tara Tala, Kolkata",,Tara Tala,22.5125300078,88.3218058571,"North Indian, Chinese, Mughlai",400,"Dinner,Delivery,Lunch,Cash,Takeaway Available,Indoor Seating",3.9,638
141,Friends Of Pho,18848647,"Silver Arch Rajarhat Main Road Tegoria, Near Loknath Mandir, Chinar Park, Kolkata",,Chinar Park,22.6222058497,88.4393452853,"Chinese, Thai, Vietnamese, Malaysian, Asian",1200,"Lunch,Delivery,Credit Card,Dinner,Cash,Takeaway Available,Debit Card,Valet Parking Available,Free Wifi,Air Conditioned,Indoor Seating,Table booking recommended",4.5,447
142,Chili's Grill & Bar,25718,"Acropolis Mall, 1858, Rajdanga Main Road, Kasba, Kolkata",,"Acropolis Mall, Kasba",22.5148287802,88.3932143077,"American, Mexican, Italian, Burger",1200,"Lunch,Cash,Delivery,Credit Card,Dinner,Mall Parking,Takeaway Available,Debit Card,Fullbar,Table booking recommended,Kid Friendly,Indoor Seating,Air Conditioned,Wheelchair Accessible",4.6,2706
143,Spice Kraft,18017612,"54/1/2A, Hazra Road, Near Hazra Law College, Ballygunge, Kolkata",,Ballygunge,22.5263412695,88.3644499630,"Continental, Asian, Middle Eastern",1200,"Lunch,Cash,Credit Card,Dinner,Debit Card,Fullbar,Table reservation required,Indoor Seating,Air Conditioned,Wheelchair Accessible",4.8,3411
144,Oh!  Calcutta,21217,"3rd Floor, Silver Spring Arcade, E.M. Bypass, Science City Area, Kolkata",0,"Silver Spring Arcade, Science City Area",22.5490363853,88.4002950042,"Bengali, Seafood",1800,"Cash,Takeaway Available,Debit Card,Lunch,Delivery,Credit Card,Dinner,Mall Parking,Fullbar,Air Conditioned,Indoor Seating",4.5,617
145,Sigree Global Grill,24452,"1st Floor, Silver Spring Arcade, EM Bypass, Science City Area, Kolkata",700105,"Silver Spring Arcade, Science City Area",22.5492032837,88.4004140273,"North Indian, Italian",1800,"Lunch,Mall Parking,Delivery,Credit Card,Dinner,Cash,Takeaway Available,Debit Card,Fullbar,Table booking recommended,Indoor Seating,Air Conditioned",4.3,1926
146,Chak De Phatte,18589905,"56/2B, Near Rabindra Bharati University, B. T. Road, Sinthi, Kolkata",,Sinthi,22.6253232103,88.3791397512,"North Indian, Chinese, Mughlai",650,"Lunch,Delivery,Credit Card,No Alcohol Available,Dinner,Cash,Takeaway Available,Debit Card,Free Parking,Outdoor Seating,Rooftop,Air Conditioned,Kid Friendly,City View,Indoor Seating",3.8,298
147,XII Zodiac‬ - The Fern Residency,18270247,"The Fern Residency Hotel, 204, Main Arterial Road, Noapara, Chinar Park, Kolkata",700157,Chinar Park,22.6221736638,88.4458234906,"Chinese, Continental, North Indian",1500,"Delivery,Credit Card,Dinner,Takeaway Available,Breakfast,Debit Card,Lunch,Cash,Buffet,City View,Indoor Seating,Table booking recommended,Disabled Friendly,Wheelchair Accessible,Valet Parking Available,Free Wifi,Air Conditioned,Wifi",4.2,850
148,BarBQ,20870,"43-47-55, Park Street Area, Kolkata",0,Park Street Area,22.5528319594,88.3526532725,"Chinese, North Indian, Asian",1200,"Dinner,Delivery,Credit Card,Lunch,Cash,Takeaway Available,Debit Card,Fullbar,Indoor Seating,Table reservation required,Kid Friendly,Sodexo,Ticket Restaurant,Air Conditioned",4.3,3989
149,Eagle Bites Pizza,25737,"24, Sarada Pally, Block D, Near Tagore Park, Ruby Hospital Area, Kolkata",700039,Ruby Hospital Area,22.5230253175,88.3967105672,"Pizza, Italian, Beverages",800,"Lunch,Cash,Delivery,Credit Card,Dinner,Takeaway Available,Debit Card,Live Sports Screening,Ticket Restaurant,Indoor Seating,Air Conditioned,Wifi",4.7,1390
150,Rang De Basanti Dhaba,24547,"4th Floor, Diamond Plaza Mall, 68, Nagerbazar, Kolkata",,"Diamond Plaza Mall, Jessore Road",22.6155722871,88.4123676270,North Indian,800,"Mall Parking,Delivery,Credit Card,Dinner,Cash,Takeaway Available,Debit Card,Lunch,Wheelchair Accessible,Indoor Seating,Air Conditioned,Wifi",4.1,965
151,Om Kitchen & Restaurant,19316212,"Saheb Para, Mondal Para, Sonarpur, Narendra Pur, Kolkata",700150,Narendra Pur,22.4430580000,88.4258900000,"Fast Food, Street Food, Beverages",200,"Dinner,Delivery,Lunch,Cash,Takeaway Available,Indoor Seating",3.3,14
152,Saptapadi,23953,"G-40 A, Bagha Jatin, Near Ganguli Bagan Post Office, Jadavpur, Kolkata",,Jadavpur,22.4805411439,88.3760179952,"Bengali, Beverages",700,"Lunch,Delivery,Credit Card,No Alcohol Available,Dinner,Cash,Takeaway Available,Indoor Seating,Air Conditioned",4.3,435
153,Domino's Pizza,23408,"Riddhi Siddhi Garden, Near ESI Hospital, Joka, Kolkata",,Joka,22.4533223786,88.3029029891,"Pizza, Fast Food",400,"Dinner,Delivery,Lunch,Cash,Takeaway Available,Indoor Seating,Air Conditioned",4.0,273
154,Kasturi Restaurant,18017608,"1, Nayapatty Road, Near Diamond Plaza Mall, Nagerbazar, Kolkata",,Nagerbazar,22.6150350022,88.4117959812,"Bengali, Bangladeshi, Seafood",400,"Lunch,Delivery,Credit Card,No Alcohol Available,Dinner,Cash,Takeaway Available,Debit Card,Indoor Seating,Air Conditioned",3.9,516
155,Dubbawala,18309975,"135/10 Diamond Harbour Road, Thakurpukur,",700063,Thakur Pukur,22.4650560000,88.3091940000,Bengali,500,"Lunch,Cash,Takeaway Available,Dinner,Delivery,Breakfast",3.4,337
156,McDonald's,21540,"Ground Floor, City Centre 2 Mall, Chinar Park, Kolkata",0,"City Centre 2 Mall, Chinar Park",22.6223475917,88.4501173720,"Burger, Fast Food",500,"Dinner,Mall Parking,Delivery,Credit Card,Lunch,Cash,Takeaway Available,Debit Card,Indoor Seating,Air Conditioned",4.0,372
157,Chez - Pan Oriental Kitchen,18542756,"D/26, Bapuji Nagar, Near Ekta Heights Building, Jadavpur, Kolkata",,Jadavpur,22.4869940922,88.3741749823,"Chinese, Asian, Tibetan, Thai, Momos",800,"Lunch,Cash,Delivery,Credit Card,No Alcohol Available,Dinner,Takeaway Available,Debit Card,Indoor Seating,Table booking recommended,Air Conditioned,Digital Payments Accepted,LGBTQIA Friendly,Wifi",4.3,1020
158,Uno Chicago Bar & Grill,18812843,"89C, Maulana Abul Kalam Sarani, Kankurgachi, Kolkata",,Kankurgachi,22.5707466625,88.4019187465,"Pizza, Italian, Mexican, Beverages",1300,"Cash,Delivery,Credit Card,Dinner,Takeaway Available,Debit Card,Lunch,Digital Payments Accepted,Live Entertainment,Fullbar,Live Music,Rooftop,Table booking recommended,Air Conditioned,Smoking Area,Live Sports Screening,Outdoor Seating,Indoor Seating",4.3,579
159,Desi Bites,18354590,"Maa Sarada Road, Noapara, Barasat, Kolkata",700124,Barasat,22.7242800127,88.4828245640,"Biryani, North Indian, Mughlai, Chinese, Bengali",800,"Dinner,Cash,Takeaway Available,Breakfast,Lunch,Delivery,Credit Card,Debit Card,Indoor Seating,Digital Payments Accepted,Table booking recommended,Air Conditioned",3.6,963
160,Hangoutz - The Boutique Cafe,18816858,"20/6, Kalabagan Lane, Opposite Howrah Domurjola Stadium, Shibpur, Howrah",711104,Shibpur,22.5816399895,88.3055241778,"Cafe, Fast Food",500,"Dinner,Takeaway Available,Debit Card,Cash,Lunch,Delivery,Credit Card,Air Conditioned,Wheelchair Accessible,Indoor Seating,Kid Friendly,Disabled Friendly,Desserts and Bakes,Digital Payments Accepted",3.9,65
161,Arsalan,18217447,"1693/A, Lashkar Road, Anandapur, Near Calcutta International School, Ruby Hospital Area, Kolkata",,Ruby Hospital Area,22.5195082836,88.3990665525,"Mughlai, North Indian, Rolls, Bengali, Biryani",750,"Takeaway Available,Debit Card,Dinner,Cash,Credit Card,Lunch,Delivery,Indoor Seating,Air Conditioned",4.0,1545
162,Bhojan Ghar,18570279,"1, Madhusudan Banerjee Road, Belghoria, Kolkata",70056,Belghoria,22.6604612747,88.3899376541,"Bengali, Mughlai, North Indian, South Indian",500,"Lunch,Cash,Takeaway Available,Dinner,Delivery,Breakfast",3.5,209
163,The Big Fat Panda,18643181,"406, P.K. Guha Road, Dum Dum, Kolkata",700028,Dum Dum,22.6435506019,88.4284172952,"Chinese, Continental, Thai",600,"Lunch,Cash,Takeaway Available,No Alcohol Available,Dinner,Delivery,Indoor Seating",2.7,218
164,One Sip Restro Cafe,18934854,"5th Floor, The Terminus, Rajarhat, Beside Pride Plaza Hotel, New Town, Kolkata",,New Town,22.5824436000,88.4628746000,"Continental, Chinese, North Indian, Mediterranean, Italian, Thai",1200,"Dinner,Cash,Takeaway Available,Debit Card,Lunch,Delivery,Credit Card,Fullbar,Indoor Seating,Wifi,Live Music,Air Conditioned,Smoking Area",4.4,167
165,Cocoa Bakery,23814,"22N/1, Block A, New Alipore, Kolkata",700053,New Alipore,22.5158285577,88.3249691874,"Cafe, Bakery, Mexican, Italian",500,"Cash,Takeaway Available,Breakfast,Debit Card,Delivery,Credit Card,Indoor Seating,Air Conditioned,Buffet,Desserts and Bakes",4.0,524
166,Pappadam,18414437,"24, S R Das Road, Mudiali, Southern Avenue, Kolkata",700026,Southern Avenue,22.5109188002,88.3469207212,"Goan, Seafood",700,"Dinner,Takeaway Available,Debit Card,Lunch,Cash,Delivery,Credit Card,Indoor Seating,Air Conditioned,Wheelchair Accessible,Table booking for Groups",4.4,200
167,6 Ballygunge Place Thali,23357,"37/1, Rajdanga Main Road, Kasba, Kolkata",,Kasba,22.5163730431,88.3885700628,"Bengali, Bangladeshi",800,"Dinner,Delivery,Credit Card,Lunch,Cash,Takeaway Available,Debit Card,Indoor Seating,Air Conditioned,Table booking recommended",4.0,532
168,Aaheli - The Peerless Inn,21581,"The Peerless Inn Hotel, 12, Jawaharlal Nehru Road, Esplanade, Kolkata",700013,"The Peerless Inn, Esplanade",22.5612011750,88.3508813381,Bengali,2000,"No Alcohol Available,Dinner,Cash,Credit Card,Debit Card,Lunch,Air Conditioned,Wheelchair Accessible,Buffet,Valet Parking Available,Indoor Seating,Table booking recommended",3.9,360
